index,PID,Tg
2998,P090175,5.18
2999,P373982,265
3000,P432138,282
3001,P090520,21.75
3002,P392237,22
3003,P370460,266
3004,P432025,346
3005,P070667,144
3006,P342262,41.28571429
3007,P070644,133
3008,P090582,33
3009,P090007,-33.76666667
3010,P460186,82
3011,P433672,336
3012,P170023,-65
3013,P373774,194
3014,P100218,36
3015,P372859,142
3016,P402134,422
3017,P373848,-21
3018,P320059,150
3019,P433285,218
3020,P160054,364.7227273
3021,P030151,86
3022,P430271,194
3023,P390202,93
3024,P373066,301
3025,P322185,112
3026,P432482,272
3027,P430282,285
3028,P342510,120
3029,P342423,73.3
3030,P432778,234
3031,P382467,125.5
3032,P432199,250
3033,P373998,63
3034,P392103,124
3035,P342720,55
3036,P340024,134
3037,P070308,268.5
3038,P472056,19.46666667
3039,P372362,128
3040,P430012,355
3041,P370395,119
3042,P370450,353.5
3043,P512086,176
3044,P370348,166
3045,P130040,183
3047,P390402,213
3048,P432504,127
3049,P390060,47
3050,P433304,145
3051,P374131,209.3333333
3052,P432875,52
3053,P342754,104.7
3054,P400075,77
3055,P402093,245
3056,P080035,-70
3057,P080119,110
3058,P372787,50
3059,P090509,114.925
3060,P050049,-17
3061,P100075,153
3062,P470048,67
3063,P070371,160
3064,P462151,1
3065,P462081,-13.3
3066,P100335,85
3067,P070214,70
3068,P342698,15
3069,P472280,96
3070,P070563,-44
3071,P392509,35
3072,P040043,-68
3073,P374072,134
3074,P433302,78
3075,P100775,141
3076,P430508,305
3077,P370742,232
3078,P372608,209.5
3079,P070732,238
3080,P373206,95.5
3081,P373292,55
3082,P370051,85
3083,P382033,-43
3084,P472004,-17.77
3085,P332364,176
3086,P130073,295
3087,P430227,170
3088,P430514,290
3089,P382199,178
3090,P390005,187.5
3091,P370324,14
3092,P373781,34
3093,P392259,56
3094,P430366,216
3095,P402098,235
3096,P430479,352
3097,P070721,218
3098,P342085,-12
3099,P432885,365
3100,P392240,16
3101,P472242,26
3102,P030021,-66.075
3103,P130118,261.285
3104,P402491,105
3105,P090557,151
3106,P430138,322
3107,P472067,-2
3108,P432908,299
3109,P433545,224
3110,P372167,59
3111,P090164,11
3112,P150030,180
3113,P412266,55.5
3114,P070656,-4
3115,P342418,48
3116,P100040,45
3117,P462235,208
3118,P370346,177
3119,P432995,320
3120,P432495,114
3121,P433493,389
3122,P472239,60
3123,P472268,111
3124,P340126,236.5
3125,P100185,25.5
3126,P460242,-23.15
3127,P090184,-16.66666667
3128,P200018,227.5
3129,P372296,251
3130,P434063,142
3131,P472036,-115
3132,P372790,192
3133,P462407,91.85
3134,P470115,61.66666667
3136,P433281,258
3137,P430294,261
3138,P134352,407.6
3139,P373174,253
3140,P180017,-47
3141,P462200,-40
3142,P040194,42.5
3143,P512088,52.75
3144,P332282,115
3145,P433036,206
3146,P382204,221
3147,P402422,-4.6
3148,P462662,235.55
3149,P040149,23.56
3150,P402078,201
3151,P164491,72
3152,P433589,346
3153,P512028,65
3154,P372858,145
3155,P382195,337
3156,P433501,173.8
3157,P372975,85
3158,P100158,160
3159,P030116,60
3160,P433543,305
3161,P392044,170
3162,P342169,87
3163,P392233,38
3164,P430134,315
3165,P030111,85.425
3166,P074248,210
3167,P160078,415
3168,P342438,142
3169,P040182,-24
3170,P432883,348
3171,P070723,254
3172,P372264,-10
3173,P472062,-109.3333333
3174,P434016,309
3175,P342716,63
3176,P382521,0
3177,P402396,124
3178,P392105,78
3179,P372409,16
3180,P432785,327
3181,P433290,266
3182,P400264,248
3183,P432500,168
3184,P342003,78
3185,P433865,201
3186,P340047,84
3187,P164412,395.875
3188,P370657,-37.1
3189,P433807,280
3190,P433037,258
3191,P402218,52
3192,P040245,49
3193,P080012,-61.5
3194,P402013,230
3195,P370843,248
3196,P130208,267
3197,P433306,213
3198,P174327,-77.6
3199,P130231,248.75
3200,P370752,83
3201,P390375,108
3202,P432809,266
3203,P330045,200
3204,P392013,-15
3205,P010068,-101.625
3206,P370313,-8.666666667
3207,P392671,0.9
3208,P074245,257
3209,P040054,55.74102564
3210,P430136,269
3211,P432489,104
3212,P370394,90
3213,P373237,230
3214,P433342,306.7
3215,P094585,205
3216,P382509,115
3217,P472016,-45
3218,P402416,224.5
3219,P390333,52
3220,P370398,121
3221,P070592,132
3222,P392229,63
3223,P433762,170
3224,P372109,77
3225,P160091,145
3226,P382288,64
3227,P434028,284
3228,P372604,208.05
3229,P433011,177
3230,P462341,132
3231,P402071,289
3232,P342032,48
3233,P020028,69
3234,P074452,147
3235,P432793,205
3236,P030143,10
3237,P070628,126
3238,P432623,77
3239,P390011,275
3240,P382393,41
3241,P433778,258
3242,P210007,9
3243,P472104,39
3244,P074374,260
3245,P512166,136
3246,P070527,173.5
3247,P070729,268
3248,P374225,259
3249,P430280,246
3250,P432063,46
3251,P472161,90.2
3252,P372280,53.8
3253,P030191,147.75
3254,P460247,370
3255,P472034,-23
3256,P372032,171
3257,P070434,38
3258,P430039,361.5
3259,P430121,291
3260,P402095,305
3261,P370008,219
3262,P432891,52
3263,P370804,276
3264,P030036,52.85
3265,P074446,154
3266,P150008,110.3083333
3267,P373718,200.05
3268,P433819,299
3269,P370362,235
3270,P433316,320.2
3271,P430503,282
3272,P030130,17.5
3273,P372166,56
3274,P373268,182
3275,P430157,288
3276,P373160,-52
3277,P370480,272
3278,P372040,178
3279,P370177,71
3280,P452061,107.8
3281,P392624,92
3282,P402248,251
3283,P433902,274
3285,P373191,182
3286,P372317,260
3287,P433106,212
3288,P380092,54
3289,P432258,220
3290,P452059,83.1
3291,P392198,60
3292,P090135,-27
3293,P462630,261
3294,P170072,-92
3295,P050046,117
3296,P130011,110
3297,P370342,191
3298,P430480,299
3299,P433321,258
3300,P110053,9
3301,P382524,126
3302,P342127,34
3303,P034237,140.25
3304,P402351,294
3305,P372129,261
3306,P090527,185.425
3307,P040251,104
3308,P374083,-47.6
3309,P373557,240
3310,P373189,126.85
3311,P490019,208
3312,P433844,284
3313,P342436,140
3314,P382100,114
3315,P462557,145
3316,P434095,288.9
3317,P432082,91
3318,P342149,80
3319,P030019,-36.575
3320,P373709,73.13
3321,P372552,126
3322,P134344,265
3323,P462496,95
3324,P330072,141
3325,P432605,257
3326,P470128,-37
3327,P130214,193
3328,P370553,295
3329,P433494,365.5
3330,P372800,-98
3331,P433256,260.8
3332,P433448,204
3333,P390446,176
3334,P020087,38
3335,P460188,6
3336,P512089,60
3337,P432911,244
3338,P020033,160.5
3339,P330053,170
3340,P462108,-12
3341,P372104,250
3342,P433581,276
3343,P090062,171.5
3344,P430202,320
3345,P392156,47
3346,P322186,100
3347,P432676,306
3348,P090635,195
3349,P433010,182
3350,P060022,-53
3351,P110096,60
3352,P432316,259.5
3353,P372649,182.9
3354,P433317,328.8
3355,P020035,74.83333333
3356,P373430,150
3357,P104420,267.5
3358,P472265,100
3359,P020066,186
3360,P130104,145
3361,P433467,241
3362,P462535,225
3363,P370188,-7
3364,P140011,100
3365,P382258,65.4
3366,P040339,63.94375
3367,P460171,-19.65
3368,P373895,52.86666667
3369,P373707,274
3370,P370172,103
3371,P432800,281
3372,P372451,240
3373,P373765,42.25
3374,P520024,90.35
3375,P090043,121.2802174
3376,P372398,40
3377,P210003,79.42857143
3378,P340101,128
3379,P422023,217
3380,P090042,119
3381,P373778,73
3382,P050031,8
3383,P040056,-7.4
3384,P430076,74.315
3385,P322018,-12.15
3386,P372065,2.1
3387,P460049,100.0556522
3388,P402412,102.4
3389,P432177,294
3390,P433496,230
3391,P472300,-40
3392,P373378,166
3393,P070424,49
3394,P130164,278.7569663
3395,P450004,200
3396,P472096,54.85
3397,P340087,20
3398,P432475,287
3399,P430161,80.425
3400,P090634,176
3401,P402042,213.2
3402,P402132,291
3403,P342036,68
3404,P430197,303
3405,P360014,200
3406,P320018,75.925
3407,P370113,73
3408,P342723,68
3409,P074381,70
3410,P130024,368
3411,P432512,175
3412,P360013,160
3413,P402019,177.6
3414,P430241,209
3415,P432315,398
3416,P370038,130
3417,P462319,70.5
3418,P434036,340
3419,P433477,195
3420,P160085,285
3421,P342767,98
3422,P342390,36
3423,P430438,311
3424,P370763,195
3425,P433441,397.5
3426,P434040,36.85
3427,P432118,17
3428,P433977,285
3429,P372657,80
3430,P432061,235
3431,P432617,229
3432,P130060,405.3333333
3433,P430298,394
3434,P390022,150
3435,P490018,228
3436,P434033,195
3437,P430405,204
3438,P210012,240
3439,P432172,46
3440,P374122,198
3441,P034361,24
3442,P373705,281
3443,P332176,67.85
3444,P422056,178
3445,P433341,175.77875
3446,P402445,173.3333333
3447,P140010,20
3448,P170002,58.5
3449,P070163,53
3450,P432486,238.5
3451,P373879,125
3452,P170024,-83
3453,P400258,153.5
3454,P452021,278
3455,P040213,60
3456,P070529,-49
3457,P370767,197
3458,P430191,289
3459,P433607,196
3460,P402214,165
3461,P402288,233
3462,P402079,185
3463,P090539,64.75
3464,P380101,45
3465,P390216,252
3466,P432690,218
3467,P430440,367
3468,P434017,342
3469,P432050,268
3470,P090540,54
3471,P433354,243
3472,P374012,-49.8
3473,P050044,122
3474,P342095,38
3475,P370454,132.6666667
3476,P402303,58
3477,P020021,146
3478,P432242,342
3479,P460240,419.9
3480,P430140,320
3482,P090276,60
3483,P074274,228
3484,P342053,215
3485,P402441,54.45
3486,P370771,297
3487,P372669,76
3488,P373149,257
3489,P373740,-33
3490,P392226,75.5
3491,P452031,154
3492,P180028,-84
3493,P432336,180.7
3494,P372877,13.36666667
3495,P370708,163
3496,P380027,89.35
3497,P372102,155
3498,P462344,232.2966667
3499,P373415,178.5
3500,P430516,251
3501,P432395,250
3502,P040141,-6
3503,P040292,87
3504,P370072,149.5
3505,P100172,70.37
3506,P402374,302
3507,P370357,235
3508,P400372,152
3509,P090033,7.2
3510,P342043,203.425
3511,P432622,70
3512,P373148,128
3513,P090192,90
3514,P372130,88
3515,P432473,291
3516,P432576,264
3517,P020005,89
3518,P120036,52
3519,P460051,-80
3520,P090542,85.66666667
3521,P432950,65.55
3522,P074436,163
3523,P070282,47
3524,P070476,219
3525,P342152,25.85
3526,P460183,-42
3527,P382285,17
3528,P430275,280
3529,P090554,-30
3530,P130356,260
3531,P130067,420
3532,P402097,240
3533,P460226,-38
3534,P342365,76
3535,P070218,80
3536,P070726,240
3537,P330111,420
3538,P434003,321
3539,P372326,81
3540,P432472,287
3541,P402405,155
3542,P390365,105
3543,P430424,358
3544,P392170,57.65
3545,P370359,190
3546,P030142,125.25
3547,P432246,220
3548,P452063,90.4
3549,P020092,92
3550,P433466,249
3551,P374199,152.5
3552,P392872,309
3553,P392015,-22
3554,P472198,74.6
3555,P070700,176.25
3556,P020068,82.5
3557,P430417,284
3558,P100822,53.4
3559,P460258,351.6666667
3560,P432037,141
3561,P392154,44.66666667
3562,P134365,40
3563,P110102,116.9
3564,P110081,45
3565,P130028,159
3566,P372016,140
3567,P020114,70
3568,P070709,44.8
3569,P430436,321
3570,P430343,102
3571,P332023,60
3572,P460187,4
3573,P390329,80
3574,P100282,180
3575,P070453,71
3576,P130171,328.55
3577,P040097,110
3578,P390325,100
3579,P433575,224
3580,P470044,-49.33333333
3581,P342048,22
3582,P090032,17.925
3583,P100187,61.00769231
3584,P010009,-45.575
3585,P430146,298
3586,P090208,67.75
3587,P373655,251
3588,P373194,61
3589,P432721,41
3590,P372112,145
3591,P134415,335
3592,P322152,23
3593,P080099,23
3594,P180011,-44
3595,P430045,290.1416667
3596,P432788,311
3597,P372261,60
3598,P332401,21.75
3599,P070399,143
3600,P390320,180
3601,P130030,133.5
3602,P400349,172
3603,P040185,-58
3604,P430092,290
3605,P462441,70
3606,P433260,244.2
3607,P130001,90
3608,P373556,241
3609,P462637,178
3610,P433776,240
3611,P430192,233.7
3612,P342518,102
3613,P402009,249
3614,P342413,128
3615,P030138,48.925
3616,P370812,107
3617,P390283,146.85
3618,P382457,90.33333333
3619,P370414,196
3620,P372976,41.375
3621,P094338,105
3622,P432251,240
3623,P373927,93
3624,P342173,25
3625,P030079,86.66666667
3626,P342285,140
3627,P372940,21
3628,P370659,40
3629,P522017,52.85
3630,P372675,172
3631,P372809,9.6
3632,P020142,37
3633,P392710,147
3634,P342522,200
3635,P370323,55
3636,P432951,67.05
3637,P030084,-10
3638,P020032,112.5666667
3639,P470142,23.63333333
3640,P370105,-23
3641,P332033,20
3642,P432572,243
3643,P030181,32
3644,P433043,253
3645,P070269,84
3646,P322017,3.85
3647,P370400,112
3648,P382522,0
3649,P472186,-51
3650,P392627,46
3651,P462625,310
3652,P070480,218.7210526
3653,P430266,220
3654,P372218,34
3655,P462340,72
3656,P374011,244
3657,P392712,173
3658,P100231,40
3659,P402074,305
3660,P010012,-47
3661,P373648,289
3662,P070273,53
3663,P370604,229
3664,P130230,296.97
3665,P452057,56.5
3666,P373546,164.5
3667,P030168,71
3668,P470130,68.33333333
3669,P090575,96
3670,P402017,144
3671,P432471,403
3672,P372116,251
3673,P402434,131.5
3674,P433696,201
3675,P402292,198
3676,P433860,72
3677,P432921,239
3678,P372147,148
3679,P340081,106.85
3680,P370704,213
3681,P044252,103.5555556
3682,P090010,-52.24166667
3683,P392190,160
3684,P432723,303
3685,P472129,-50
3686,P433442,412
3687,P432371,226
3688,P070576,120
3689,P130172,153.5
3690,P402147,119.4
3691,P373340,187
3692,P432117,338
3693,P432594,257
3694,P373912,130
3695,P030017,114
3696,P392727,89
3697,P372385,296
3698,P373019,200
3699,P430118,261
3700,P432318,244
3701,P430262,230
3702,P373062,291.8
3703,P030026,69.97142857
3704,P090040,150
3705,P433305,157
3706,P402239,284.1
3707,P020090,122
3708,P432604,266
3709,P322213,56
3710,P342007,111
3711,P512072,193
3712,P070646,207.4
3713,P040103,-16
3714,P430350,114.5
3715,P090521,20
3716,P074408,127
3717,P373382,167
3718,P370371,145
3719,P030085,29
3720,P110054,38
3721,P430236,195
3722,P460027,150
3723,P372712,208
3724,P090053,77.8
3725,P370731,185
3726,P402475,52
3727,P370628,252.5
3728,P090191,26.4
3729,P433829,187.285
3730,P372068,-7.7
3731,P020076,22
3732,P434015,333
3733,P370417,212
3734,P342110,12
3735,P372875,147
3736,P340088,15
3737,P020101,66
3738,P370442,268.0666667
3739,P380067,-8.411111111
3740,P040208,47
3741,P044512,31.2
3742,P432142,235
3743,P472025,-78
3744,P472116,-55
3745,P330016,124.5714286
3746,P392722,257
3747,P322168,330
3748,P040198,46
3749,P433771,304
3750,P373539,36.38571429
3751,P430380,224
3752,P342115,185
3753,P034603,-3
3754,P362032,165
3755,P090571,160
3756,P462670,87
3757,P433659,193
3758,P462581,152
3759,P392831,145
3760,P030161,-10.15
3761,P400325,123
3762,P392079,235
3763,P090566,92
3764,P430263,210
3765,P432155,118
3766,P373342,188
3767,P342765,45
3768,P434089,245
3769,P020051,-53.075
3770,P372201,122
3771,P434104,217
3772,P340034,145.3333333
3773,P160032,8
3774,P432104,190
3775,P100074,125
3776,P110147,-32
3777,P010023,75
3778,P432620,104
3779,P370759,124
3780,P373304,155
3781,P450083,138
3782,P392600,147
3783,P432106,320
3784,P402409,85
3785,P433858,286
3786,P373383,182
3787,P370448,298.5
3788,P390236,165
3789,P402242,271
3790,P040048,102.1658229
3791,P382197,195
3792,P392228,51
3793,P430214,207
3794,P373038,60
3795,P050017,28
3796,P330005,150
3797,P342450,30
3798,P090183,-6.191666667
3799,P090174,160.85
3800,P430296,218
3801,P070360,215.85
3802,P342258,20
3803,P450041,43
3804,P040177,-60
3805,P433853,223
3806,P433584,190.5
3807,P512153,104
3808,P433564,179
3809,P374047,207
3810,P070590,150
3811,P130156,312.6666667
3812,P034359,14.5
3813,P342160,-39.15
3814,P362006,57.65
3815,P433548,181.4
3816,P374042,206
3817,P402252,46
3818,P460182,-47.5
3819,P322189,108
3820,P370641,-32
3821,P460064,121.5528571
3822,P373575,78.7
3823,P104378,345
3824,P433697,200
3825,P432204,285
3826,P373703,113
3827,P373866,160.5
3828,P382226,175
3829,P512214,156
3830,P432781,344
3831,P160106,273.5
3832,P024505,-42
3833,P340018,1.85
3834,P430433,313
3835,P430293,357
3836,P433480,195.85
3837,P433843,282
3838,P342263,84.425
3839,P390244,154.5
3840,P040193,24.5
3841,P372867,35
3842,P130045,200
3843,P430313,208
3844,P100186,115
3845,P370490,272
3846,P372073,238
3847,P340086,30
3848,P372249,33
3849,P402153,231.7
3850,P402166,300
3851,P433783,236
3852,P390020,166
3853,P472290,11
3854,P342006,8
3855,P432866,222
3856,P030095,142
3857,P452025,165
3858,P332173,87.85
3859,P342284,163
3860,P130129,266
3861,P060003,-60
3862,P020022,66
3863,P020192,132.2125
3864,P402474,255.5
3865,P512140,174
3866,P342132,161
3867,P130212,226
3868,P430392,74
3869,P433648,270
3870,P040042,-49
3871,P433747,264
3872,P322009,124
3873,P373400,241
3874,P432216,55
3875,P433286,271
3876,P430047,341.6666667
3877,P462234,250
3878,P130355,231
3879,P070461,277
3880,P130074,326
3881,P370734,198
3882,P090457,-37.7
3883,P390366,107
3884,P432292,345
3885,P370848,89
3886,P434090,221
3887,P462186,72
3888,P392737,275
3889,P433438,206.2333333
3890,P372089,300
3891,P433054,267
3892,P373157,30
3893,P402373,334
3894,P372591,198
3895,P044290,38
3896,P432344,265
3897,P342021,57
3898,P390237,133
3899,P342083,-40
3900,P370841,231
3901,P080108,70
3902,P370406,256
3903,P433971,215
3904,P412224,6.85
3905,P392705,128
3906,P373306,125
3907,P470041,-88
3908,P430061,117
3909,P370167,125
3910,P430364,279.5
3911,P433434,88
3912,P100087,122.5
3913,P430267,208
3914,P433453,201
3915,P372637,274
3916,P070643,195
3917,P100096,43
3918,P462089,56.2
3919,P372531,200
3920,P210043,45
3921,P372495,241
3922,P430120,253
3923,P433590,286
3924,P432782,329
3925,P370303,188.5
3926,P040233,22.28333333
3927,P180001,-68.1375
3928,P372404,17
3929,P432043,86
3930,P434061,314
3931,P390024,117
3932,P432579,251
3933,P472272,76
3934,P020025,68
3935,P340014,75
3936,P374126,204
3937,P312002,131
3938,P332385,250
3939,P322025,101.85
3940,P500023,134
3941,P034360,30.5
3942,P130137,215
3943,P342517,68
3944,P150015,131.475
3945,P370180,130
3946,P370552,305
3947,P090580,285
3948,P472191,103.4
3949,P392187,175
3950,P430124,329.6666667
3951,P433704,262
3952,P372206,30
3953,P392176,50
3954,P340117,180
3955,P342498,153.35
3956,P402372,325
3957,P370761,151
3958,P430505,245
3959,P020185,95
3960,P210015,250
3961,P104472,243
3962,P170028,-25
3963,P219039,282.82
3964,P470145,16.5
3965,P433273,219
3966,P342236,59
3967,P074443,177
3968,P402220,46
3969,P342026,113
3970,P320025,82
3971,P432281,220
3972,P433542,303
3973,P020190,153.6412295
3974,P373984,195
3975,P340107,116
3976,P402088,255
3977,P392111,26.45
3978,P342082,72
3979,P430182,68
3980,P410011,121
3981,P373226,304
3982,P373455,247
3983,P160056,317.85
3984,P372516,301
3985,P472041,33
3986,P070075,46.5
3987,P322011,148.35
3988,P070231,141.8041667
3989,P370139,280.175
3990,P462556,221
3991,P462275,199
3992,P430044,242
3993,P392197,60
3994,P372038,177
3995,P512063,198
3996,P180022,-9
3997,P342766,51.33333333
3998,P374154,247
3999,P070591,126
4000,P392129,22
4001,P430178,260
4002,P430239,250
4003,P372384,276
4004,P322002,171.85
4005,P373776,224
4006,P170021,-42
4007,P040256,106
4008,P392704,224
4009,P039028,23.5
4010,P432804,283
4011,P392230,36
4012,P430427,364.5
4013,P074324,56
4014,P430233,122
4015,P372785,121
4016,P070366,295.53125
4017,P370639,298.3333333
4018,P134319,179
4019,P452008,214
4020,P074297,66
4021,P020008,88
4022,P433833,124
4023,P373300,50
4024,P180032,103.45
4025,P390134,-69
4026,P472250,102
4027,P372570,200
4028,P340080,118.85
4029,P472301,-99
4030,P340125,119
4031,P044347,131
4032,P460225,11.3
4033,P433654,219
4034,P342028,73
4035,P433340,230
4036,P342453,19.9625
4037,P150022,102.76
4038,P430444,277
4039,P430501,252
4040,P510053,225
4041,P462629,274
4042,P450082,186
4043,P432119,8
4044,P342060,48
4045,P452022,294
4046,P050014,83.33333333
4047,P433381,278
4048,P040071,112.94
4049,P090190,22
4050,P432846,100
4051,P040064,91.04464286
4052,P433137,185
4053,P140031,98
4054,P372198,223
4055,P472256,45.3
4056,P422048,170
4057,P373491,270
4058,P433003,143
4059,P432455,238.6666667
4060,P462435,269
4061,P080181,-40
4062,P110097,43
4063,P373239,163
4064,P402404,90
4065,P460221,20.65
4066,P460256,350
4067,P070362,339.1357143
4068,P392501,83.85
4069,P010043,10
4070,P522047,98
4071,P030015,115.7710577
4072,P430130,136.925
4073,P520022,117.675
4074,P020056,32
4075,P090516,-33
4076,P432558,151.5
4077,P430170,241
4078,P370434,167
4079,P040107,110.85
4080,P090519,45
4081,P100622,130
4082,P430279,220
4083,P040180,-70
4084,P450043,5
4085,P030187,188.5
4086,P090558,74
4087,P040112,23.0225
4088,P120040,51
4089,P322032,-27
4090,P382303,124
4091,P472284,177.5
4092,P342168,131.1428571
4093,P432999,182
4094,P370842,230
4095,P020001,92.65422014
4096,P373605,71
4097,P402080,166
4098,P100739,88
4099,P373937,92
4100,P462494,50
4101,P472281,84
4102,P433220,327
4103,P432105,178
4104,P430382,212
4105,P433705,260
4106,P472240,62
4107,P433110,233
4108,P432159,70
4109,P100036,173.3333333
4110,P382349,51
4111,P430122,261
4112,P134421,180
4113,P040197,49.66666667
4114,P040236,84.4
4115,P020067,130
4116,P040179,-71
4117,P070403,125
4118,P390012,88
4119,P094589,249
4120,P170036,58
4121,P342500,79
4122,P370791,171
4123,P462457,19.5
4124,P392201,78
4125,P150045,173.7777778
4126,P430395,366
4127,P010002,2.334353704
4128,P373433,183
4129,P433307,271
4130,P462485,213
4131,P322001,35.425
4132,P433759,220
4133,P382492,-34
4134,P342405,46.85
4135,P373896,37.72
4136,P430398,323
4137,P040114,26
4138,P392077,91
4139,P342205,10
4140,P432154,109
4141,P432280,223
4142,P374045,254
4143,P090570,137
4144,P370491,276
4145,P340092,-58.15
4146,P392043,180
4147,P432214,155
4148,P372298,230
4149,P090111,-26
4150,P130111,204
4151,P402489,88
4152,P372128,203
4153,P460189,-16
4154,P070411,60
4155,P020141,49
4156,P382200,240
4157,P322239,59
4158,P080140,238
4159,P382590,105
4160,P050007,61.20806452
4161,P094340,102
4162,P322112,104.36
4163,P510001,20
4164,P373277,260
4165,P433536,299
4166,P070728,270
4167,P100140,150
4168,P433801,216
4169,P040027,-22
4170,P380100,45
4171,P374203,165
4172,P430057,195
4173,P432098,276.0375
4174,P433320,176
4175,P372724,40
4176,P433491,353
4177,P392122,76
4178,P510028,229
4179,P370425,182
4180,P370481,265
4181,P100114,65
4182,P350011,198
4183,P373647,324
4184,P374209,283
4185,P373931,123
4186,P450080,142
4187,P370521,-12.15
4188,P080133,40
4189,P433338,302
4190,P374116,240
4191,P430230,221
4192,P430474,305
4193,P370017,225
4194,P370728,207
4195,P372447,190
4196,P433658,237
4197,P074321,100
4198,P430473,276
4199,P373604,60
4200,P370322,89
4201,P433167,290
4202,P432926,267
4203,P040148,-89.15
4204,P342104,34
4205,P432102,253
4206,P392542,78
4207,P210021,67.71428571
4208,P373484,187
4209,P040156,65.85
4210,P332422,46
4211,P070141,25
4212,P373948,220
4213,P432481,286
4214,P090212,70
4215,P390224,140
4216,P412270,170
4217,P422057,168
4218,P432688,231
4219,P174483,-55
4220,P472131,-89
4221,P150038,134.75
4222,P100735,87
4223,P090170,-1
4224,P100094,110
4225,P340067,58.37
4226,P040220,134.85
4227,P390038,-41
4228,P392086,235
4229,P373296,60
4230,P020195,159.3878261
4231,P433821,228
4232,P040081,90
4233,P340072,77.5
4234,P433809,230
4235,P320047,238.75
4236,P030097,44
4237,P070333,-53.0375
4238,P462313,66.6875
4239,P342441,27
4240,P432370,247
4241,P412157,156
4242,P510043,37
4243,P372066,-0.2
4244,P322039,113.5
4245,P074437,173
4246,P392090,157.5
4247,P090550,60
4248,P010015,-5
4249,P322110,139
4250,P432010,361.3333333
4251,P430150,283
4252,P433332,219
4253,P120027,40
4254,P130204,178
4255,P373434,212
4256,P100052,204
4257,P060006,12
4258,P430264,201
4259,P392069,35.575
4260,P433551,147.5
4261,P433891,314
4262,P392651,120
4263,P340071,59.85
4264,P332188,120.5
4265,P460132,-86
4266,P030027,-21.43333333
4267,P040263,17.77
4268,P432675,260
4269,P430188,178.35
4270,P362046,141
4271,P373555,200
4272,P382498,-68
4273,P370811,115
4274,P462627,281
4275,P074267,265
4276,P322144,146.4666667
4277,P472271,96
4278,P074292,237
4279,P373428,9.5
4280,P372359,135
4281,P382107,0.933333333
4282,P372826,125
4283,P372054,-4
4284,P100022,43
4285,P392210,36
4286,P372257,-23.5
4287,P390201,-18
4288,P402168,378
4289,P374228,-30
4290,P100129,110
4291,P372416,50
4292,P432343,254
4293,P372355,111
4294,P432163,341
4295,P372672,180
4296,P372678,176
4297,P433452,214
4298,P430173,268
4299,P074440,162
4300,P094337,106
4301,P430375,298
4302,P432941,277
4303,P373867,155.5
4304,P370428,230
4305,P372127,211
4306,P373971,91.5
4307,P374001,47
4308,P040264,84
4309,P392491,136.85
4310,P322231,96.13333333
4311,P472229,25
4312,P374071,92.5
4313,P370732,205
4314,P372302,171
4315,P450011,190
4316,P370747,223
4317,P090031,21.58571429
4318,P400235,45
4319,P462262,68
4320,P100820,287
4321,P430248,261.85
4322,P340064,69.85
4323,P430135,282
4324,P472176,-120.1
4325,P372792,198
4326,P020075,46
4327,P373357,122
4328,P430175,220
4329,P110086,119
4330,P070694,174
4331,P100088,159
4332,P432903,268
4333,P433394,212
4334,P433487,381.5
4335,P402368,200
4336,P430511,280.5
4337,P432332,192
4338,P433069,165
4339,P382432,154
4340,P070283,52
4341,P434043,344
4342,P130027,144
4343,P372397,82
4344,P030048,-26.075
4345,P130076,223.15
4346,P332301,-36
4347,P392553,105
4348,P373192,25.33333333
4349,P433151,168
4350,P332131,31.28571429
4351,P170064,-26.51875
4352,P462279,222
4353,P070066,-19.15
4354,P074282,308
4355,P370474,305.6666667
4356,P312001,186
4357,P472118,-69.2
4358,P372028,151
4359,P020100,70
4360,P382266,32
4361,P472259,20.7
4362,P090535,57
4363,P432803,328
4364,P100369,125
4365,P472235,29.2
4366,P373104,118
4367,P372696,181
4368,P390225,26.2
4369,P373275,275
4370,P332455,5
4371,P070313,-65
4372,P164345,300
4373,P160095,75
4374,P342514,46
4375,P340005,170.85
4376,P430125,156.5
4377,P370363,239
4378,P392202,34
4379,P430419,251
4380,P370385,275
4381,P430499,272
4382,P360023,212.75
4383,P010060,40
4384,P020158,41
4385,P010072,-90.04054054
4386,P372794,181
4387,P040210,92
4388,P372972,79.5
4389,P372638,280
4390,P070491,250
4391,P450058,54.3
4392,P100069,123.6864
4393,P374128,162.76
4394,P512120,135
4395,P090595,66
4396,P390380,74
4397,P472258,16.5
4398,P373766,31.75
4399,P434039,121
4400,P120032,68
4401,P010028,20
4402,P373307,250
4403,P370169,101
4404,P090590,325
4405,P160083,404
4406,P382534,151.8
4407,P040192,51.5
4408,P472110,56
4409,P373833,36.71428571
4410,P010006,48.95
4411,P433214,243
4412,P392285,-14.4
4413,P460041,383
4414,P030121,53.9
4415,P433469,185
4416,P164417,403
4417,P342109,41
4418,P373838,131
4419,P462301,148
4420,P150010,150.6
4421,P390227,130
4422,P472241,29
4423,P010013,-35
4424,P040314,38.7125
4425,P430199,271.5
4426,P432836,124
4427,P433698,201
4428,P030115,70.175
4429,P470057,-40.55
4430,P430312,192
4431,P430330,330.8
4432,P430119,268
4433,P340130,86
4434,P430040,390
4435,P130032,185
4436,P373611,226
4437,P030128,-12.5
4438,P430067,132
4439,P372513,210.5
4440,P090591,327
4441,P432799,286
4442,P433726,119
4443,P020054,-36
